,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
2447,BEaiKjEzNieLfVYn3NsbBiqN8gZP8w5Pgu3WYuXEgjog,106999.732,106776.0,839.549,223.732,0.002
7241,GtDLLTSNk9xErXKTbRTZSeXKjWbCHV2HXaFdb9ZGwEn4,69336.999,105000.0,837.73,-35663.001,-0.34
10598,Eo5LYLiUCspbrK13ker5skq9kMjnpUJEJPSbRDWjH6V4,3536.701,-920.0,829.952,4456.701,inf
1884,DpUAPMcveEZq97KAVriRaMH8DqeEbpfVYpdNH2sjnzAg,0.003,968.18,812.462,-968.177,-1.0
11340,2k7SwgVwjdfCmTpSmzSAe91nmJko6e9jjdLvQKN222r8,7897.111,7750.0,811.789,147.111,0.019
6467,8jJzoX4bYW9LFS9xi8Nt9JPzmDFWhhqcCwx185d622d1,0.0,1695.53,811.229,-1695.53,-1.0
9007,8AhMgKNmKmYtDnc6YCvK6GRmbEM8RmbAkjSSCdJz4Mag,247.846,-1346.1,810.808,1593.946,inf
12421,ERE4zDfjiqFb2gA94WdfjttJrE87P8wwDXdkeY8Cx1Ba,18144.839,69447.73,802.446,-51302.891,-0.739
8686,DLrYNfG8qFE38q2fQjtnx2bbNZoAWXqSgNKJ5DZis3WD,357.007,6215.46,786.708,-5858.453,-0.943
9228,4k3GrfhM61SHTxXSVC9eFkGzjJvGdRWJJtAYYEq9DoaB,1498.675,44.885,786.398,1453.79,32.389
10050,5dGoGJjZ32Zpu8uVBu3r9cb5proi3SNjUKM3AaQJSSdE,9391.427,8239.0,779.793,1152.427,0.14
10099,Ge2DifzgzbeE5D5LojV819TV8SbSNGBC3bfYJZ3JEvGn,0.002,24936.51,774.973,-24936.508,-1.0
10609,7oXUcvinJ3ZKyPDhMbbg8HRcFrz2oBoszDmhNFCsZumM,0.004,153.15,767.453,-153.146,-1.0
2688,6o4KiGLxbbvSfMzuqUcmMu775vNmZaAQdP2nrhd4JCov,15380.077,27500.0,765.767,-12119.923,-0.441
9048,9PDQgEU7fPhLyCgfzDWePVbShkYtAoT1AfV9nL4Xou8k,0.009,15494.87,764.334,-15494.861,-1.0
11049,7fEmrbgYrxgcdpjPFmvpK3DXPE2geDPxKULsaLJ16nYX,1167.407,1544.138,745.814,-376.731,-0.244
6241,Fn1ixp3vtHgcNzbRgXcqrWnh2EXaV4xr86MpPUj4zZNr,1343.648,581.0,745.061,762.648,1.313
5945,4Gbr4Jw6TAYt1uXLAmcTzAbYfC3eV7hReKWo9kCN9eT6,0.001,-3165.13,742.483,3165.131,inf
8589,4Siq98BDakELWP5BzVoEN5tcg1ywRxTYs1aUcfW8spCt,96.233,-36.0,740.257,132.233,inf
5592,DhvrjbL4sST1jJ3EEoSP6H8qPWx7oQ8yNZ1eb15eqdNE,23425.239,56974.0,738.717,-33548.761,-0.589
2849,7DWHQdHp5svNzMwB6E5sStKHdHTw2jWwhK5pGHW8bjXg,0.006,-542.22,731.217,542.226,inf
2929,CuuNaNGjVhcG4MWvsS99PbpvZ6r1SpTDy1ViW5Q2NacH,1301.555,-8.404,726.158,1309.959,inf
2691,D8hA6qzDLFSTbkwvEdBsFZz5ykzuLP96FPhYh4uSh2PW,32.616,143.0,718.494,-110.384,-0.772
268,67Hsyi88bGHgCNMTBLJYbh5ASseXC3mZXX8ngxjLwAYa,0.01,2111.99,712.255,-2111.98,-1.0
1641,63a7SaSJr3AKiHEWJjfqZMQjshZpa2AKeSLN6JAnNRnq,0.006,-413.2,711.336,413.206,inf
9491,98wDipFj4he5R4N9NJFdFxNk6S5oBVTgCJnxKmfiyo4i,0.008,8854.62,710.788,-8854.612,-1.0
3804,5DxVADLU7TSK1NncLp469TnPZpi5rjNh4u1GHUZvFD73,672.963,-88.467,700.924,761.43,inf
7028,Ca5Y8qCUvYfcayjUqJhTocNsfW2SiMEBy6oH5CWKt9Sr,368.883,64.47,700.853,304.413,4.722
497,64nf6XvL2L7Tx4vZJkAsATE66fiDvgueHryriiesW3JF,9076.763,2810.0,694.196,6266.763,2.23
4118,8QyCqi6gk9vS3Yd7k9nihuqubaYArsztMXnrcrNtzya4,1015.681,799.29,693.405,216.391,0.271
10374,A55v2Y6Ye1iV2Y2bw2UMSNyV3ZRxoSMci4znPxkLazwT,66493.607,75000.0,686.252,-8506.393,-0.113
6633,EXdYN9vY7he52RWgEkRKk6iENDRZxNXEEtvseFNmqcPY,0.006,24872.85,684.268,-24872.844,-1.0
6477,7RCDGRGZPnFcUdKEaewrP815tuYDwWDmWytdHK6AaoqA,7.536,16082.79,681.91,-16075.254,-1.0
10802,6yxLQAcYftANRi3zZrQUvdEuSB4SQo6pz8PrDBoKQ5XZ,480.714,-300.0,675.896,780.714,inf
12371,hr53rd5qvaDf3nseDm7r2euWo2BtwhoC86qgAGUPd6g,39039.837,33788.0,669.653,5251.837,0.155
13310,AzmgakTxLAutgbcNkxi3S4M6MvuZvwcrzMc43ErMFk4h,0.006,11064.49,669.216,-11064.484,-1.0
8789,7e75SFRs13xk9RtE4247Q2rEYBXytxzS8U5Y3i6WhwrD,0.002,-475.73,662.25,475.732,inf
9442,8w4uRzN81cghupkF7jNLinGLtCqYwNQFgQtdJfC5so7z,266193.729,270015.0,661.649,-3821.271,-0.014
12875,H95x8XbQuD5RarpTUQ7rwmPCkQybGcaYgSTig17rpWFa,0.001,36079.46,659.256,-36079.459,-1.0
13392,GxJeSWL3GLUTUFbJyKcB5aNsx9MGKGXUqMh8ej2eZBXy,0.003,-10809.99,652.546,10809.993,inf
7251,5hqNBVmwr6uMxvBbWoW9UinUBQNaKrXMbJLXJoxkB3n4,1096.685,898.556,645.937,198.129,0.22
8140,GvQy1MRaMGQW3tx46Af8d5U9TAmnmYHt9aXy3TGrtR5T,0.002,-664.89,641.836,664.892,inf
1517,C2CtWcQpJ8ncG2PJmSWWM8mRhr7z1eGFF7A3fqAVYziT,6838.098,6187.0,641.257,651.098,0.105
5167,Fu8vsnaTtfbmqg6butkTTRdqUtipcAwPDrVFhDpENbB3,0.002,-4122.63,640.311,4122.632,inf
6686,8UjkZsZStnh4mHmBD1fjDUW1M482P3SyUnvroAVn7bvP,37923.515,44600.0,636.35,-6676.485,-0.15
214,H2fWYP5YT3wjGWjVdA7YbbkAvUzKkgWRPi8W4HcrrZXf,0.006,2061.84,632.878,-2061.834,-1.0
8362,9sVFFXkqnCDdf4uvVroXy9Hx5eYWSWvr7iQ4fjC54eUT,0.009,1043.38,626.986,-1043.371,-1.0
2430,K1MnQj3TvP9LDEQuVj1mtVALd3jDZf9TDftytJ1TrUK,6049.756,5491.0,620.652,558.756,0.102
7275,7xNAf91E6XkKAT3BfySbxTbJoR6UaBFU3W4yY5pkLTG2,0.001,-654.742,618.919,654.743,inf
13306,F3Nz5HGh6FnkWkCSYQWAisNFPjAf4KRwgupntKqLm6of,0.004,-7302.02,616.685,7302.024,inf
10385,jLcMvWkdEDweLB1otEdmsnL48kQPF5esSKx5WDzrdei,0.006,-2380.64,615.315,2380.646,inf
2494,3qW3RdrVvxjuzFbacx41tTYQBrtLWdQymPWyTs6o2RhH,105975.015,99675.0,603.643,6300.015,0.063
5938,9ByRjL9aNpR1E2Yik6RCcuNVpY7TpjmJp3NyMw2uDuD4,0.002,-8873.72,598.835,8873.722,inf
4883,F1qShBstNvSQuLxWgYm5nStrCxGerv9oTdhVh6vx2gFm,1226.321,794.691,596.026,431.63,0.543
36,2t3iTm1e712sxZR41AWrTzR9xC3wDsCPtCQYuXLnJLMD,0.007,31829.1,595.459,-31829.093,-1.0
11532,2DEiHSwRUnrkbnDGJ3MbodNVQRv51dmNCaCzLURswiQK,0.009,859.74,589.236,-859.731,-1.0
10974,FuruqqkoyqKU7keqGnoD6r3u6pTTEAT7P4kBpcp1RfLg,1622.428,1100.0,582.747,522.428,0.475
5907,GSgGjwEPJiezJKH1WryEjYnL2XqYiB5VCfaHVNHGJpx4,0.002,8742.25,576.531,-8742.248,-1.0
185,Gwv7g2CAx7uriFsmKJuRXeDT6ZrSQoJouTH1aJuFsDuG,1077.224,247.62,576.088,829.604,3.35
7011,CuqQx6x3Qjqk7hct2Cuq3rVPCD9ScsUR5cX1nnQXUTtQ,129593.411,100000.0,573.319,29593.411,0.296
9231,Drkw9ZfordJrXzMqEbeQHQ3phh7U6xgxRi5s36mSs5uZ,0.008,7910.36,573.046,-7910.352,-1.0
2975,4rQr8uc9T2xWH4DsSzDknsbwY5c6A3ksmHBpoz4Cq34Z,0.0,2752.91,568.47,-2752.91,-1.0
2900,9pTUMwRTFi33WbJ4Qwzb9dEFpCyuZEDQMpXj6suaNgZZ,260.506,-110.0,558.972,370.506,inf
13519,FkwupAkktNRnWVPZPectLE8nxWAW2qKceFjVRo6hUgQH,0.001,637.48,555.094,-637.479,-1.0
2869,BtUb2aiZEXz89D8KgduJDt4SeLDuQeociXcAfey3sK7r,20050.328,20880.89,552.855,-830.562,-0.04
9788,5pwEPQdQAoMmoQYK3GXfNYtZSgEYtzr4vZYQQkgUCv2z,563.625,-1117.001,552.367,1680.626,inf
7958,8xjnYSvkcjdkwZdTeFq2YzLPcg41f2Lk2mGLxzaFiXv4,33570.15,16902.0,551.53,16668.15,0.986
211,Hzd8AHfLfMzXThppwPWMEQKdaq8ko7MpyMUDgEHE5ALj,0.009,1377.82,549.411,-1377.811,-1.0
6817,Bx75xahYNSW9G14EnjKntV1KnBWV7qWEgDneFZqWbHxn,0.007,7747.61,547.479,-7747.603,-1.0
9138,7pmTYsybMmqgDWwzNkXNUGCG6dEgMKNN8FHujMRHcFmh,797.786,-446.0,545.36,1243.786,inf
9206,7ZyWXmYMoeWjXKD7vBaLZUWuYvxesG3DYZgAzgXQEv7S,695.408,0.0,540.393,695.408,inf
13083,3Ex22AwHJS9ogDMi3o2tF1zWikT1jPAhDu3xgZd2DyWr,0.002,586.72,536.43,-586.718,-1.0
6562,FMpm3LXeTAS3bGRVYyEocNsnboTBN11EJvayD3ETgBf7,0.007,648.82,535.191,-648.813,-1.0
7820,9ikWQfHTW1bmPjo4AYdkkHv1oTkyVcwnTRgXKUeFuwUx,376.501,48.66,533.352,327.841,6.737
10539,3yT2bPFDUEPbeAGEzPxLcuuxyYtnjotNqRHUwx71vdgJ,0.006,-11723.09,527.183,11723.096,inf
12501,DPzMgfFvjWMtvoW78911thtKUbNWPWVJ2YknwzdqG8wG,0.009,-53688.96,520.812,53688.969,inf
6120,9pEArHtaXLJT3Byxom7eHPqN33JQReQW7nc9sBM2WM2X,1427.809,3599.33,513.184,-2171.521,-0.603
11268,5vTDDBPqoopBZTe7JURTRSyZvtDkKG33Bkn9raMD5QUb,19713.223,20413.0,510.126,-699.777,-0.034
9295,DwoQXrbwHmfnkWvYaHbPjir3WLmq3oSpSrAjnPdDqgtL,910.002,5929.14,508.884,-5019.138,-0.847
7091,6kR1GTVG8cQKuS7sA4HzKe5A2eZspEpXjuRJoDmtD64q,205497.476,205231.0,502.003,266.476,0.001
3381,FdTAqsWSBA1vKUYgeRPLjqhTWuTtuGYU3SJAAJb1y9jA,0.006,606.89,500.791,-606.884,-1.0
9106,5xg4VMKZPExfoUeBWHVyzLor92Tp4fJaghwrpXpJ9YDs,0.009,1803.27,498.81,-1803.261,-1.0
6262,EToqvQTpzBfLfgPLf2vbpSkLt4isU6hR6E3Dhcx1uCD9,13643.728,42000.0,495.166,-28356.272,-0.675
9252,H3cLB8c4qghtSba8cdsNTDsQEzL3qe6Q5eRs93k6QZXf,0.002,684.76,495.153,-684.758,-1.0
10950,Gpxt5vqe5oJYXaEdCpMSqoifqCkETLnM4QPP5xEzHKMG,19026.482,15566.0,491.094,3460.482,0.222
10137,6SmGccxRGWRkHLt7dRrvJpaLLmiyxpbLZSHo11X41dmu,41603.609,72000.0,485.985,-30396.391,-0.422
7326,7XPyjAzBdz9cbvs4mPzns7a4jWgR4fcxqh8yb65HRRnV,46147.997,90000.0,481.699,-43852.003,-0.487
1171,68shHaT6ygMPydKb7QHc5kRbLCnsQi7q9JUefssi3T7c,2876.371,2500.0,480.529,376.371,0.151
1961,HxCCKMbiesxXfayJ9smDWKUmWvaHCMRxqwBrWapYCLGc,100.009,-432.38,477.798,532.389,inf
7581,3hPSQfLXRPGUvFQQCJHJDajEoxzj2piSo7evTJusbnyT,0.009,10034.9,473.98,-10034.891,-1.0
12700,6jzYMhMNgTy9h2FHZ5sX182aK46JMfAFbn85PLhucSuN,0.007,510.95,472.284,-510.943,-1.0
161,CkjNXAfKJgf3zuFPreP2jsFqq8aQV97GDTyXvACYxvsD,20478.114,41982.32,471.847,-21504.206,-0.512
13019,3b65qRtTUZK9pADVq1NDvLnmx1ZgjPeXQdznxcf72imi,0.008,1275.47,469.258,-1275.462,-1.0
8171,Ba3eKY3FnPYP7VP6qYS95b2eChzejESgJ1terfnqFk4J,0.003,478.93,466.941,-478.927,-1.0
4126,AJ92BJQyMufrHTS458oU3y4cN2RiykR3mNzTR9miuWvM,0.001,536.16,466.681,-536.159,-1.0
11478,2z3L9AE4YVsycMdTGpsfBxxbnUbwRjcDhVqi6sckgHEz,0.003,-18017.52,457.347,18017.523,inf
11750,G1rTKbU9TwsvzL66Pevc3CwZH1sGyEJP9fyEcnVGZWUd,0.0,20027.92,457.122,-20027.92,-1.0
9965,AL8JFS4gjaQx89f9j8wtaNJgV76K8bw1ugvNtgvhgAnb,10619.37,15825.39,454.796,-5206.02,-0.329
4132,Ew46nMa9TojSd6MHZjJm79LbLKzF2RbheniWUyBHuXvn,0.001,-202.64,454.452,202.641,inf
6192,MXuKREdyeEoW4nBvim3pDi4DwvBqmF2NucGXsoz2BQ8,792.497,656.56,452.567,135.937,0.207
8370,2uL37YPupdRHLiUTbfNHxeukNiBYeqDtsfYePKGmTL2F,989.548,1153.387,447.827,-163.839,-0.142
11580,5oM6uP6faHyF6ygRBZi4hKmEMDkzgSozVwWNKmEd1Kkb,9547.303,37000.0,445.734,-27452.697,-0.742
10962,1ed6Ch8PPL7SwpthDp6EJoUmzVURgnPa3uMRBNDAQrf,1833.739,878.0,443.3,955.739,1.089
5138,4dSXk5tQiMQhknus7hAaxtibfZ49RWyzpbnPSdRRKR8T,41507.635,62081.07,442.81,-20573.435,-0.331
209,84uT5pucQRcQUpX8tC179bBJ22KXCfZMwAp56f2TGLdU,129182.688,100000.0,433.148,29182.688,0.292
9502,DGZQgs3R6mMCzroKXwxKbsb566amSisqxxasxcG8pope,0.001,17984.1,431.272,-17984.099,-1.0
2654,CdSCdVLjzcciAoiimkumrJGHAikyMuWs5eZNNFE5DjoT,0.004,1678.07,430.319,-1678.066,-1.0
7361,2NRcovCEsrRt3j52RFoNnmHnh3vmPZJX1L79d1PdAMwm,1088.918,798.785,430.021,290.133,0.363
8131,8JpQzdV9xEEn4y1U7yCPonZ3EpJ6RMXKCJGmyWF9rnzH,0.001,3793.26,426.691,-3793.259,-1.0
4587,57Egm7BLeEhC2shUtHE2CTrFZP793uzgzJxxAGUYziKg,0.001,516.94,424.37,-516.939,-1.0
6362,5FwkEeYEpHnCs5ZXTTXKkFHiCCzorDWspuDdXsXPQ1R,25512.478,50000.0,420.643,-24487.522,-0.49
2239,CehC4CkygR3myQWie8T2gjA6t4TeYmMriSQwWCeHNwdh,0.007,-11314.55,420.174,11314.557,inf
11932,EfFUNSVMM8R9K5zmyi1J3BnsnwgsForVqRrSRUAv8cH5,432794.604,432660.0,419.047,134.604,0.0
9500,14HduL71DbiBvJYU9uNTW5ZobXwn5xnR6Z9Uf2sYcGNm,1286.363,-409.318,417.691,1695.681,inf
7514,JBsLhxy621owrLrLt1YcTyrAwb7YCi4WN29TgG6r6x5m,73804.446,77197.0,414.493,-3392.554,-0.044
3401,HZZ9jPcojXMn3qM3jnNmFnDBpYX4jeAQYwWbAybYJPHU,0.009,-6625.94,412.956,6625.949,inf
10123,2GigKBNkDwQmEibDNReSCwoM4w2WvvA9SKmpzbFZxsAu,646.924,4214.68,412.114,-3567.756,-0.847
11549,F5vnN191nY9kUJBtFcm6fUhPDJvUSrSHLvfstesb68rH,0.002,1255.12,411.477,-1255.118,-1.0
99,ECghAuNBATf1BCewpLJDi3XFrW3ULgyVkb37hURNARWB,0.005,148.78,409.653,-148.775,-1.0
229,5bx495nQKcVAjHHpTqYy4ijMQ61WE2LS7owU37WdTssF,0.006,450.74,408.921,-450.734,-1.0
5472,E2vM6cDgDhuWUx5NjTP75TyZoJFENBxLVfe2w9JQRnw7,693.416,-1636.94,405.904,2330.356,inf
13214,GnNCNSNwysgrJZp73XZzeMACNXhev4p3nvRjEeaAca5F,3393.813,5132.47,403.342,-1738.657,-0.339
7006,EZiFAdv3uXuPcRJN8NRwcj8uViCcDk9eQiP6TZ5Lp9Jd,4940.947,5835.0,400.783,-894.053,-0.153
1901,6aVxAU2nNjSUmDkSy5zgavKcZNKGov3xhi6tUPLnULLp,200894.802,200000.0,399.41,894.802,0.004
8669,6MEgNaAnQhbd7AUirBwJ3t6gXVLP9rgk7GJiv1AcidGW,0.005,480.75,398.518,-480.745,-1.0
4537,9R52LDEW4iXndDw1WuVKCCEdJ4fD1n43wwUDGgVZbf1Y,0.006,7280.33,398.215,-7280.324,-1.0
6899,3nwLSyLmr4h2a9F1ZWep4MoUQeRGN5CGZRXzVt3JoXbV,1243.11,798.933,393.929,444.177,0.556
5894,Am3Co44CwJjJzc1rQ4SQnvsr34zd48zHjHhvHiemJHau,0.006,402.72,391.635,-402.714,-1.0
10150,AroPKVVUquHdNwS1eH2yoMjTuN3KxD4GhCHPsbgTT9UN,658.204,398.571,391.177,259.633,0.651
4977,5D4BzP2yC8Ht4hTxoAZ2GE1jC4yd8NUVssa5Mno9f6Vg,2063.466,-1000.0,390.354,3063.466,inf
7038,2PW42C1Vv1aAkWa4RndUMKcnLmmcnHFNowbZFUxKAAqp,1178.734,798.066,389.928,380.668,0.477
436,GTWCTZoTt2t8dQ7M87pLZQvstD7tyvKczitJmCrsq48r,0.009,393.37,388.737,-393.361,-1.0
508,BPW4T8BMputHYZSZ2bPH66DuoYXdxq3ewAaBWFVYPup4,0.004,-1280.44,384.802,1280.444,inf
3305,G3LQFkbGK8etLrtHJRSZ8fUYWrtB31SQxpaJWAhuuKWM,12798.446,12601.0,384.24,197.446,0.016
9492,GjVyW5kajFQo6pxqNXeXhiBdXcSRYS7WEWvZMuXybsNs,0.003,1208.27,383.426,-1208.267,-1.0
6768,67Z7ZGhNu5xxEh9BYKWcXp9m1T4tFiE1o1M16hCzUWQA,0.004,4639.37,382.538,-4639.366,-1.0
9342,8B3rcU673jZubkZzUVDksTTyqTvAKKQH5seP9DUDKQYp,0.007,-10637.87,381.937,10637.877,inf
6775,5vxtuZ4ZmkxYPRxh1dhZcxtbQj8mQJt4CVxnp8MbHePq,460.537,-15939.51,380.832,16400.047,inf
8374,BSDeCyJsPs6y1pbDVHNq5rs6tdxcrbY3NDjXPBxwRjHz,41.2,11223.09,380.724,-11181.89,-0.996
4390,979FTU6Kojd3Nk4yyZrBPBhi51EXsnxU8WQZ6u8w9h3g,0.0,2923.97,379.553,-2923.97,-1.0
8348,EiGGbs7qNsGUWGTSsxLehA2wR56FJamnKMtkD32QbRGQ,0.001,-6292.299,375.601,6292.3,inf
4817,2p2fGXdKrmxjomLSnyaNg84J82cBBBNympZ6qQc8UZgU,0.0,1000.0,371.894,-1000.0,-1.0
11407,B1zAiuxNrv8RTc7dDBoAihXEsu59R7KNywkRkw27J53x,0.005,-160.0,371.797,160.005,inf
12379,33Ad425xxh6zKSkNZ3maxxQAwxPtXBSoVqD2QmTCpahV,0.003,-1084.85,370.979,1084.853,inf
5202,2t4DTGSmd99TjCMEVk3wZqoBC5GyearJFWiQ1kRv6HBk,0.008,4583.46,360.387,-4583.452,-1.0
3357,6ocR5qgsWqcJ7j87nnNacQC7GoGQSpNe2gDeJS3gxZd5,29214.383,39500.0,359.2,-10285.617,-0.26
7731,26H4MRnDUpZ21S9qbNJPeqD4897p52LYkGzkW4vE2KWm,669.07,0.0,358.174,669.07,inf
547,2bDGhdyJinepuaGtS3y4pdWdjZ8gFdEM4MvrFKWecmG6,0.003,-5367.21,350.7,5367.213,inf
2507,EmqrGvY146iEHMYL54KdvepoiCxK1rEHe3Qc4PyxrJt8,0.009,4305.47,345.915,-4305.461,-1.0
7748,GvCBjCpum6ZKCwAVyi3o9cHzzgcY8XCE5cbjVqCYv3Re,1333.125,389.295,341.775,943.83,2.424
8188,3C3KRcbd53ApLvLcwEhKmzVDuUYtrD9umuYKxk84b7Tv,0.009,1602.52,338.8,-1602.511,-1.0
9930,czYc14W8UgC48zc3VV28BJvBTkyPyuHj2EpX1ZZ7nNb,0.003,-12.78,336.014,12.783,inf
7243,6FdF8W1nNSKLiNbHjAHALJCGqeJEPmRL5dZRg28d2GWV,0.005,1410.19,334.88,-1410.185,-1.0
9898,CmzazgyaWyyxjewydiZX8nGpbNgRo2UvZWt4rUYPnqnm,1165.922,396.244,333.983,769.678,1.942
6011,9axFMj6JjQbFY4o2E6vKxa3ZxyeJ6fd6aFE6dEMMfVH2,5375.657,9956.073,329.48,-4580.416,-0.46
9283,D1jQeHb9XaSXdyCKPAgUfDKdwHfQ6ahD9UaDmcTWKnYe,0.002,338.51,327.186,-338.508,-1.0
9036,4zYJejjqFtHKhrFAgpf9DgyyKaufaR5Q2zg7a3FKDDMP,573.65,93.332,325.4,480.318,5.146
7135,4pVzpvQywzjV9y7vR4mR3J1vgurmHCPE4z2jDsJfvMdr,0.002,-459.15,324.637,459.152,inf
13013,36QaabpuczUnvyrunEfcwQgkG2Z5Ntja8Foe4RT5qKr3,0.001,2274.02,322.495,-2274.019,-1.0
10677,HWB8kwGt5PD1eZd1ndFiZDwHgi1uNtDkL963qEpgLzyH,3681.7,4009.0,319.071,-327.3,-0.082
8363,2s9VGesQYbKr3LwuraMEa9sXbXz7f8299HPPAHgSaUdp,0.0,10000.0,314.644,-10000.0,-1.0
12516,CGtmKEAzt8qLJ1uyqLBwRJEzyHQwQBqf1FPvJegKRwdu,0.008,302.07,310.553,-302.062,-1.0
668,7Sa48FPpQCVNvRWUob9sqZCUf3stkytRcLHKsaYMBBR2,121.523,601.5,310.032,-479.977,-0.798
4170,B7GvqpbR5bZ7WPoXa7i3GYEdCjBbppv4baRWiJL6HjjZ,75564.879,93211.0,309.692,-17646.121,-0.189
9690,5YfMUmhxWyzqMbM1FUFViE6gUS1M5roAje1LH3Zab5cN,615.732,-672.019,306.966,1287.751,inf
6292,5qvqfBEiDP3MgtvHRsf7gDUTSo6cFQvTeRWU9oEEu6g2,0.004,-178.85,305.838,178.854,inf
5027,7aKxZg1aoLuB51JUw7fruF77ts7SWoB7pcLBZKHZMynr,0.0,408.0,304.445,-408.0,-1.0
8527,EfD1G9vgYNFSZz9P6tfm9kXfJPL2VFKxQ9mD6PJnFpeQ,0.002,-4552.2,300.63,4552.202,inf
5151,FqAKLVaHHXat2Qun684RMvr7LjZsBaTJkE7djdzVRq96,58997.419,50000.0,298.665,8997.419,0.18
2179,pkvFVn6bFvjCYCgWV4BPksGzqpyikFANqMn3xPXHMPk,0.0,331.13,297.328,-331.13,-1.0
5672,DngTzfdg2ze5D5sQhw6iPXhb62a57YyrGifPAiuDn639,0.002,-88.24,296.041,88.242,inf
2050,Fcr4Y1XTnNv1xuGnAdssPRAxxu3gcdone44fBqvup7sB,0.0,69991.0,295.828,-69991.0,-1.0
11290,Qt4bWkwxVRGwu28nDpMWLXL9S6HGFhUyUuULnPYJ7GF,0.007,-1641.21,295.0,1641.217,inf
12973,7fq2hj9eKRuXQPBjYEKCF6sJCaXk1RaXqRC2EMPBh3uw,600.393,-100.0,294.979,700.393,inf
1108,G4DTRRuhoRhhG9PdPiGioe6VENz56j2uzAYDqyZaDxej,71431.26,100000.0,293.926,-28568.74,-0.286
12449,4JCpheuyWpDwJyKb9sWTNjqgkYpd7CXVtiaZNxwpRUgw,0.0,-2477.96,292.95,2477.96,inf
4205,3ebuJG1nf1zeWVdEQaTgSpHB76wxJyPJNkmSTjGiLKgW,0.009,6102.65,292.18,-6102.641,-1.0
3068,EULf86rbbgK2deq7LeCHdrniUFEYUjixpN7dt71H6hDC,7308.63,7754.0,289.076,-445.37,-0.057
4715,8dSct2y8wDphrrWStspp1XC5ink9vKgTM78VeDqfhaWK,0.23,-11963.41,287.713,11963.64,inf
1711,2TLtmjRQqv9jLuaaGNhNYeaqFWv1s1jS8c3PE2VvQMx9,9995.166,21127.26,283.069,-11132.094,-0.527
385,2N9RRBMjF58JVfeAd7XUL5d3gdQV79X9juRN6vhZMdEX,1276.022,397.281,281.64,878.741,2.212
7316,3EjPsA5PdgLTKea2Ytrx6SqcgTMgzR5wxWFSSrpFg5za,11246.34,21523.0,281.475,-10276.66,-0.477
10816,3nY1GdTxZLu5vBVWHC5CVeaLwZs9jpfyFP7H1JNcFLxJ,0.166,2277.0,281.191,-2276.834,-1.0
6677,DSiKfxexkeJwxgSARvhM3HdfXVnc5uL5DrBVQZBExG3Z,0.001,7945.37,280.797,-7945.369,-1.0
10796,AHPkko5vwX4hGgCyM8imGGmcaEiXKY6XyKx7z5YoCxab,47444.029,50000.0,279.004,-2555.971,-0.051
9529,KtrdjKTnvudx8wLFHV4QfziRRwjcH4AjL4LeyGHNBKx,0.009,-2415.41,275.099,2415.419,inf
8533,GPtCMEXcXXjxX7mmn3UimNKZj6ZpA2Hhd5Wj91bjAPFx,0.003,312.19,274.63,-312.187,-1.0
10070,FwNxBan1UVSoer8CXWDdn8K7aXNBdwzeFdQLAdu1Ryn5,0.009,-2186.24,272.874,2186.249,inf
6665,HtYiJpwjdzLwvqr7GEnTyeq1jfy4zucb3a9dU9kkXxRA,8306.931,28000.0,271.339,-19693.069,-0.703
12432,5zS7LrgJNmQ7drSuvCorGbEvRssnV77fZHabbBtp18ze,0.007,304.48,270.99,-304.473,-1.0
4255,8CzXrg1YZ9XYqyMtDKtz9GU4fMhZiprbJDJGZerdmHeV,17532.126,19297.0,265.192,-1764.874,-0.091
8297,JCxWCcMnPXMbwdMWxjhKYrWKiCpzSAmczM1F7jbrkTAi,0.009,336.45,264.264,-336.441,-1.0
9201,FCFtGwFi8UyugXvSjaN4158RyyCvBQC2qkKKa9qJhL4Z,0.007,956.33,263.337,-956.323,-1.0
10976,3Kday86X1VVvR15kyACUzBxgn4CWhQgwgJGN4ArhyN1q,0.007,3386.46,263.327,-3386.453,-1.0
9583,H6a1sw6CQEYd1L716aRkt9gZuKGwwXMbeURqzPZF5fFk,0.007,23804.16,262.076,-23804.153,-1.0
11232,2PxFowQrsMervxnGnyQ5aqs5m1YZ37ipnUG75RuqdoGd,465.412,-5080.78,261.748,5546.192,inf
12836,A35nBHobqPEjsiLtBJERNdxXbYwX2tMHJitHwumQpNTH,0.002,293.01,261.535,-293.008,-1.0
5690,UceSwfurRybeK17ugC3MRkBGheD6tEfbKUBUKzZ8Wtx,0.008,311.32,261.333,-311.312,-1.0
3768,F47wxzDvg7fGV9d1sKKX66KwnLDWdJUjNafVDcVXpc39,0.001,10131.09,259.88,-10131.089,-1.0
6793,3yebXoTFm4FCfZsy7MXj4dd21nP9pADjygKuCKqnfdha,14616.003,20836.95,258.847,-6220.947,-0.299
11211,EugKUbdhW69hek4n2TJDA8NbbkYZpxB5pxg4kXV9SFhP,8508.523,5939.26,257.343,2569.263,0.433
1079,9pqwVvMNZ6Ceh4v8V98yi7MwC8vYwU1koEpEhoQWAPAg,0.007,288.45,255.235,-288.443,-1.0
10969,Ch2r6gTY9kS6QasuacxTCD5kyPqyQ85fqwfGWpZy3WMy,0.009,6687.08,251.593,-6687.071,-1.0
3920,79jusNA3eftYUdbg8bv2bjHMh9iXmnFNAzuMVF34hCig,0.002,26602.54,251.506,-26602.538,-1.0
