,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
6795,pA9pXBHWdsQiyTZZcHXUykYeeS4KCBPLgQRknkPvdYD,0.01,0.31,0.3,-0.3,-0.968
13047,GWmUAXXxMAddWPedab5FnrLLaa8GzoSVGTEU37De3SbJ,0.01,0.31,0.3,-0.3,-0.968
8780,DPzBQQZWYeqpWPVUH58hLWxg9xF2ymdrWeUNCJ1RBK1p,0.01,0.31,0.3,-0.3,-0.968
12288,e5spJXaX1iAPYnQQdhmoHNk2Kh6g8LN6hJ7pJ8uh7su,0.01,0.31,0.3,-0.3,-0.968
5054,J71GJ54FiSqACepSTNJrSPxTMuMDjaBQJFC3cFuxDLKA,0.01,0.31,0.3,-0.3,-0.968
5103,6AN7BXFVadwBPT8XTNrhQzrLME9EmhRdXpPmePXzLfAY,0.01,0.31,0.3,-0.3,-0.968
4018,CHhzBk7s3v78eiNfUnHDV2P1VDMPKEQCwS6F49v76fPQ,0.052,0.48,0.3,-0.428,-0.892
827,36SNt9cLCXEXSQ5WyWC4BQPGNVxSwus2P1jVKsfZbRXT,0.003,0.7,0.3,-0.697,-0.996
2238,7g6guYSxvHqfQee7ykpE83TT3eaM8YA4zrcz6p2snLXV,0.008,0.46,0.3,-0.452,-0.983
8853,7JpSq5gRM3pHoaohXEiD3eVh56zzLFLTwNhiMf1YaRVS,0.0,0.21,0.3,-0.21,-1.0
8292,9YV9ffa4hw3YH4CBThWU3Y2QYGpZXLRPU4yZFuKXTrje,0.006,0.6,0.3,-0.594,-0.99
8304,9V8fekPRHcgjC8hYQok5wwB6YfRwnq9ntMd9gTcEaCX7,0.007,0.31,0.3,-0.303,-0.977
11439,8E1XJbHj63baRrNVzRTj3oYJwEP9aRzd9PaBsNAQWLG1,0.007,0.32,0.3,-0.313,-0.978
6274,7YaZxsTrmc6pod624BQZ9kwdTdWFFKLzEFqd3MQB6dZS,0.0,0.3,0.3,-0.3,-1.0
2225,ARVhD7UsVWatKbNfjebsG5wpttsknLxpSbfQgrAedJdk,0.0,100.0,0.3,-100.0,-1.0
5614,CXYcXxWzQQPFPLxKtAuoQAPGJv42Ru6qf5ufuCXoiFxf,0.01,0.31,0.3,-0.3,-0.968
4007,7wyb5u4AULS5bmjqW5cPGwpYcBQzU4oWjzDqtvPvdDtx,150.098,150.1,0.3,-0.002,-0.0
9549,8fhmDWBt6acQQJxTkCVJHQ7simucp63an9w5yRdepcTk,0.01,0.31,0.3,-0.3,-0.968
8043,HQBuUZiBAkp2eUFpBvRuSYydrV4L2ZSTQifdvtSByKXu,0.0,0.33,0.3,-0.33,-1.0
5908,3vg9oPvH4wsCBKW6sFhQ3gz6SJeacx8oyZGAe29dQQxR,0.0,0.3,0.3,-0.3,-1.0
5603,7DBzwreU599TwsMUHj6dvu8tQkw5Cugb4z8Zg2YgTHfF,0.01,0.31,0.3,-0.3,-0.968
12305,CRu2GUSjYFsNhdLyhjxZvEU1nsqMJ5r6o4Urz4UCwJPS,0.01,0.31,0.3,-0.3,-0.968
10608,5uygjQpiQo383CQbx5QnVSWnKcMCGFBGUTnQUoy1SJNa,0.01,0.31,0.3,-0.3,-0.968
1573,94tNBTZLukxYzgN26aNcmWmRURDFdr4q5U52esEs6VkA,0.001,0.31,0.3,-0.309,-0.997
3607,DjurBFMynfxG9Ej1ShDqqKKByEBrNAAXGi3BhKfUqrHR,0.006,0.51,0.3,-0.504,-0.988
8784,DXNPghi9yfuL8a7qxVFCbjutLLD7Z5KEWRQcNyUQq9zh,99.667,100.0,0.3,-0.333,-0.003
7618,8HSpLxtNVJvr64guc4zTATHAEEPU5bAKjR6bbArnVka9,150.702,151.0,0.3,-0.298,-0.002
7615,4Y9s3ZNMMLRbQTHSdYM9FgFNj4mjcnnw5PrhHPAWW9b7,0.01,0.31,0.3,-0.3,-0.968
10904,3t4PaeMf74TxYADmQ6rW5JyyCbABDBTnzfZaGk8y7KSz,0.01,0.31,0.3,-0.3,-0.968
376,2qTCdESmissX3re8TdZcctjTzfbJfmZZv1aaBEmN53bS,0.01,0.31,0.3,-0.3,-0.968
11403,AtDxcers9g1vn3J35HvSkwnCxQJjPySTyYTChQHkW8jz,0.01,0.31,0.3,-0.3,-0.968
2327,AiDU1oJTeFY2VNtG1u3UpwLif6quJjCaEkTAJRY6EUei,0.008,0.32,0.3,-0.312,-0.975
11401,7gSUCBuecRv3Y1oGdz6BxF85MJH6Gygty9P4p8UXmpim,0.01,0.31,0.3,-0.3,-0.968
8860,54UQTdQNXXgXbA4jZCSLYuD3C68DAXLgB7iq5zn34iEx,0.01,0.31,0.3,-0.3,-0.968
990,5bVA8vZKuqThbjvmih26As3724YR9YLjxFJn6qktRtut,0.005,0.31,0.3,-0.305,-0.984
4596,FpYxkMdsnzgNHUuVNNp62v5wHBwGJxWxxu2t28ehnvvd,0.0,0.3,0.3,-0.3,-1.0
810,HA1C2cmfsaYWQr7yfoawEzSidMcaM6LBs2BvHLnAmHuA,0.004,0.31,0.3,-0.306,-0.987
3908,7QgbpuisR8S6zcBjCDar5TCbHYdcDk8RDV2iF6S7mi4z,0.006,0.33,0.3,-0.324,-0.982
2741,7H7up1CfeLA8r7P4yGjTWt3PQnA5TEUrhWadj8hoioGf,0.004,-0.01,0.3,0.014,inf
3854,4G16sa9mQdhwW63uqwaLQ7ZwHU6DtaMAaZUjXANU21Ff,0.005,0.34,0.3,-0.335,-0.985
1626,7d94EZc3XgTeqXSC6RiqncyNA8uNurWbzYYFLvAd8B4W,0.0,0.3,0.3,-0.3,-1.0
3365,GKQ9E5S6np7HEEwqEHUqSUgV1xK89MqDAYva8HkPVG2f,0.01,0.31,0.3,-0.3,-0.968
8404,FLR7yoAHkUpgQUDSh9Cx7uyg3LLAwBBusLKC4niK2Jd6,0.01,0.31,0.3,-0.3,-0.968
6391,5NSxsQXs4iUnsAbUizFwVR9fWrswC6iKRbJVg6LvWD92,0.01,0.31,0.3,-0.3,-0.968
2313,BKRfxyHe2q1f2Xgkzgo61RS8JKkmTGcxyEjdqPHSPeYN,0.01,0.31,0.3,-0.3,-0.968
10055,G6C6cvXvXpvizzz2Q9zSkFEvAGVnfxaFt2xkpNBd1czL,0.01,0.31,0.3,-0.3,-0.968
4041,7hKg7KndqjFSyaea3XdzgvDNgUdqDvxNZK6Xn15UYQmg,0.0,0.3,0.3,-0.3,-1.0
9528,9KG7nHUp34CsN8HAfG1Uvc5ir8tReQyDxHXA478dzjyo,0.01,0.31,0.3,-0.3,-0.968
12961,FZUcEFukyEcHbPY9qmA6Ezf4SypYsxHTqYqn59ywC49p,0.01,0.31,0.3,-0.3,-0.968
7524,5hTmrUY8TqXooj29sWT7sJe1DxTTakBCRMCg1e2PPX7X,0.01,0.31,0.3,-0.3,-0.968
6194,88pM7hxv7Cz7QafvMy8eGZH65ULCnBQ6MbzvMxQvgtq5,0.01,0.31,0.3,-0.3,-0.968
5675,8gFem5Ha316qNYhbmkhU6pMx2b2Xxf4quqmo1Q7z84r4,0.005,0.18,0.3,-0.175,-0.972
12986,6jgwHSTyJPurkFgQn9RiCDAmDGhJhQdrHpdvZjbvSKfm,0.011,0.13,0.3,-0.119,-0.915
9358,23g9h7dxLi7ahJuHGFnmeBAqCJa28VsDf3hwvdu9L19i,0.01,0.31,0.3,-0.3,-0.968
1610,DkaUu3f3cf7kZf7LQQpAYZkqCGzxcUZ7khsd47o8qxDW,0.005,0.28,0.3,-0.275,-0.982
1515,9SHZj11SUDFmyRWEvaG7TYgDdcMZb42nTZr4KwsK8jTC,0.01,0.31,0.3,-0.3,-0.968
9178,Dn4wP9X3ZvEBQvjL7h9xSnWcwXCuJvFEThS94N5i1Cma,0.004,0.03,0.3,-0.026,-0.867
2738,ARrwVACb3ZgGqya2zzbrjRQVYp7NPFVvnSgsu18sn6BZ,0.003,0.36,0.3,-0.357,-0.992
4482,DG8C1nUKYJ4CMmiu4ytRNoc57fo5gzjUKWUuwmegFjuV,0.0,0.3,0.3,-0.3,-1.0
11527,GkTaWAWcBQueFhfe5M7YkTeHGrbgcw4CnxkWScG9vRm,0.003,0.05,0.3,-0.047,-0.94
9596,3tZFJzndD3h3REnsr7195nhe94E2ujyQmXxx8NGUSWdG,0.01,0.31,0.3,-0.3,-0.968
8361,BiH4HEHpvMWFmveGF6qZGVqJ9otc7FnLEKkqGsMeBwoj,0.0,0.3,0.3,-0.3,-1.0
11385,FdJzuhWAkHqnFfmjN35NXwUYCC1yW5iX89G449vQGcyg,0.01,0.31,0.3,-0.3,-0.968
8824,2gwF5AwcVSWM2uv8z1K2dvLYGaRVdozAQmEMZ6YFvU4o,0.01,0.31,0.3,-0.3,-0.968
3538,7WwLi8tG3JXwbYJyKcAdq6mbaarNnru4QhyREy7YnhSS,0.001,0.3,0.3,-0.299,-0.997
2968,8wXfimoBveZY6HUhjxYhXGGDEDvtYvxchR6WWxbkiLga,0.0,0.3,0.3,-0.3,-1.0
11538,GGr1zgTyoqNDt8ASdnwBzDCeGBNn5FzxpYihDfgz2AZ3,0.0,0.3,0.3,-0.3,-1.0
7550,98PnCz1C67Wvv2cCwz5d3cJYb9FuYsshuBdvDDNyRkY6,0.006,0.33,0.3,-0.324,-0.982
1511,2H3hAFe8vSA3zKNpguohNuMC5x9gDu6tEiLvreWgEQVp,0.01,0.31,0.3,-0.3,-0.968
6976,x5Yn7zXxsXAEqcrGNuSTfpvcw38ntFBvNJjiwdRycfK,0.007,0.41,0.3,-0.403,-0.983
1609,Fdzh4z92WuQHP7MaAcbUoRXnWszF4xAQJmjVQ8L33ENe,0.0,0.3,0.3,-0.3,-1.0
2290,DHbwAXtEh1bDhaDicGoPTDB91mLQEwgfSMbC1ie98Xey,0.002,0.31,0.3,-0.308,-0.994
10514,BrPd7ybRiatnk5cGC6csGgNfSYSRuJ3iwVtcVN48ix5Y,0.008,0.31,0.3,-0.302,-0.974
5879,G2yBPBTZNxVBaDUthxYNzRfFzvo7Syc6eVt21QpBdGQM,0.0,0.3,0.3,-0.3,-1.0
2370,2z9ucSVsTjJy6GVb9LdbzBevV4vUdmSJC7fGU7k3tNR4,0.01,0.31,0.3,-0.3,-0.968
8204,AzEtJT4XY2mTsTjdNQBxvXWHD7ioC9ADXfH5ByNYniPU,0.01,0.31,0.3,-0.3,-0.968
2634,HzQwUfxPq8FzzsY77gg3uLxAqB5Ne9BzEAjyZAnMSf2e,0.01,0.31,0.3,-0.3,-0.968
591,5NLmLcqYE5x3kaLDAWWyrXpcjcSGzLcJRW6wNECQLK3x,0.01,0.31,0.3,-0.3,-0.968
7286,858EEC6rrEusKtsPTNDvErixazoGUhZpaCVPEsLSMbfP,0.0,0.3,0.3,-0.3,-1.0
8815,EtfomguZWVXX5qV91sPmSvYLGjS97vX7qnhBKGvLZXiK,0.0,0.3,0.3,-0.3,-1.0
8680,7RbTei9L5Y9dV4GYaGuntbauxRqF8ysbhGqWf8byNzrL,0.01,0.31,0.3,-0.3,-0.968
8117,2SyogjJ66BH9MAQR8QTyeQyDiJdF3aPgQF88Vvu4839F,0.002,0.35,0.3,-0.348,-0.994
8993,CdsACBAZuCQdeMP5g64zFbC3bc7EdVJkEc8CLJc6HFC6,0.01,0.31,0.3,-0.3,-0.968
8155,HiT6QyuvfgmHpFYP7jyuoKvnUBN3Mzj1723H7QQqnmVF,0.004,0.19,0.3,-0.186,-0.979
10146,BN32GMCenNqpizr7e2Qm2qGkz5PwmqHXC9fd5e3dqDfK,0.01,0.31,0.3,-0.3,-0.968
11072,5Fm1QVYLJ2GzW8b1pEhztq9zJcSL9CnW76bYsEhX2uTZ,0.007,0.31,0.3,-0.303,-0.977
700,9Mdjwqb6uEHmeDKJH3ZCkxzCdctGgHvJ4uQgJHkM5B4C,0.01,0.31,0.3,-0.3,-0.968
5386,DXTZNLsCqnWgjXATaYEpfKQyFSr9Dpn7fRT78WmJKqVy,0.006,0.56,0.3,-0.554,-0.989
3456,FppVsANxhjPZ21PitcjsDu39wkQTsTba8Db44YbS1Bv6,0.01,0.31,0.3,-0.3,-0.968
10244,24g3uRet2VZ4YoHV2MqRrRLpGeZzemvNz1UBnmKhwrjb,0.003,-0.16,0.3,0.163,inf
3743,FJcP9tWQSPedieoHw6g4mryZRGoPcYuxWjtSWnJXTunP,0.0,0.3,0.3,-0.3,-1.0
1089,Eyb6Skhmfm59DopA5LoV7NXHxZcia4imsLg5QhYL3YTp,0.01,0.31,0.3,-0.3,-0.968
8674,FAE5nMpF3bD3bL7BQJ2G4EK4tbD2954QPLhCBM8M7RGA,0.0,0.3,0.3,-0.3,-1.0
5383,8WwXj3G78tFnMcJq1w7eguuTKMFeqeUue4kRebfuMXy3,0.01,0.31,0.3,-0.3,-0.968
8598,7tSMWCKffKQknYWdgx1gUKA1puNiNHTUJPPGdPK2J79F,0.0,0.3,0.3,-0.3,-1.0
6578,2Q9zMv5BdPL43e69ZYT6eq1WyPZ1PHUYLbU1YBGvEkC4,0.006,0.31,0.3,-0.304,-0.981
9795,9hjwRLGgDhQJ5Gz46pAcxm4T1FXbcyqCmYc5viab8qeL,0.0,0.3,0.3,-0.3,-1.0
2581,HuqoujLpqfQyaffaYp2JFN5jfHEjiQs8v5ma55uZpLuy,0.0,0.3,0.3,-0.3,-1.0
2487,A7HnmwpMzu9yYuvURa1Zct5JUoFujFybc6Ympjciuz99,0.0,100.0,0.3,-100.0,-1.0
8555,DnVQrFw4Yn5YrS8Q15y4417g5SeyYwMD7BjfWRDGj8yW,0.0,0.3,0.3,-0.3,-1.0
3155,6XU36wCxWobLx5Rtsb58kmgAJKVYmMVqy4SHXxENAyAe,0.0,0.3,0.3,-0.3,-1.0
5778,9Yog8H8CpYAmPZ2snJf3PwC4AzaMkwurLgYQKqvKJCLX,0.007,0.81,0.3,-0.803,-0.991
10875,CvRzQuEqdJxBpbX8SkfhHqhRoZbGLXDpBXHrqaQDbnTe,0.01,0.31,0.3,-0.3,-0.968
5294,14YTVk1fu3eCcD7ZXYuKUm3hQmwjnRLHMtW5ebo1SsRa,0.001,0.32,0.3,-0.319,-0.997
7831,Cca86uoGdw3WMpEyyGPCNVBZqwFXk3dGX55sBY8oR1R9,0.01,0.31,0.3,-0.3,-0.968
5295,26ZscA5d1JMkSad3aAgr4i9Ug7jwES1KBMNrVmpCJVhf,0.01,0.31,0.3,-0.3,-0.968
6536,8CWDmeuybWsC6NQiHfC8CCrd4Gzbk7nLwawJgwYWujy5,0.01,0.31,0.3,-0.3,-0.968
10286,HJbYaQPj39Ds2is6ztqyHRv5TbziB2m3m3AYe1YbY6jD,0.009,0.31,0.3,-0.301,-0.971
12764,5de9Qt5mDYrUM8c29guGpRrTfX1eUWarcXFDwtNye9Mp,0.009,-11.97,0.3,11.979,inf
11051,2ftvFKySYUD8w3sacvZS9wPQaFM5qyhp95eojs5oKibh,0.001,0.11,0.3,-0.109,-0.991
11857,5MhtpFQb3bif3Zj5C18skLT92Qgpw61V6eSQABFE1R63,0.002,0.3,0.3,-0.298,-0.993
4094,ATqvsLje8vaYmN1pCaMcUQ4PFc4XJ1xTLVWvbAV7mmsa,0.001,0.42,0.3,-0.419,-0.998
4912,4vfGww6ThszuwyFTVEL4wLWsNnjpRGU7qocTCHdo5Xb7,149.776,150.0,0.3,-0.224,-0.001
4362,5cF5fArh7avaBqRfz8XPrBbn7uMfCkdjVrgAaFXdh7bW,0.006,0.29,0.3,-0.284,-0.979
1755,8oLQqSh5Hfijc34FftatRenzP9MgN6efbTetjz6Mz87i,0.01,0.31,0.3,-0.3,-0.968
11886,3LKZQtrP2o1rfjgC14UGMXRynSSksz4LrX35ypFySrMZ,0.01,0.31,0.3,-0.3,-0.968
5299,8DPYGQwFVqzeAXf9kL5kRDfZaeewYxiK9ct4MjwbdQon,0.008,0.31,0.3,-0.302,-0.974
576,AnviraBz4CxiT8TsCnGceMXJYvs6aDZmPFHtzWkHEELB,0.007,0.31,0.3,-0.303,-0.977
11903,5K3YtNBJyPUPNh9Cjyfx3BY7higDTuJj3qCAtRC6X8DP,0.001,0.31,0.3,-0.309,-0.997
64,BGKmZ8gm1zuR2JnCcN8LaxPfN8BTK1Nkv24Tbx3SXEct,0.01,0.31,0.3,-0.3,-0.968
113,A813HLdg9wuPERminizi8sUsKLft2Bce9ba4oDzxm6Vz,0.003,0.3,0.3,-0.297,-0.99
8976,5Aghv34LJYWeRxhm4wjTu8KRjGsXhay1poDj2i7bZmWn,0.001,0.38,0.3,-0.379,-0.997
635,H7U7tNmCz1cRoUq1vsNVgcq8vFSajv1tXDpTXHMZ92CW,0.01,0.31,0.3,-0.3,-0.968
11960,CCWdJzMeFHUykMrvU1jr6MWcXvKigMnf9E9CE4z7PRQK,0.002,0.04,0.3,-0.038,-0.95
1801,GdroQBTinPdwi1eN5pGPvonu44yi8STF3R6VFjRoxQi1,0.0,0.3,0.3,-0.3,-1.0
1822,FLcKyTfb2ntBXdH1SxW7xhmtHxS2ReZ2ykfMHHaVWNgE,0.006,0.25,0.3,-0.244,-0.976
13432,7vGWmPfV19Y6DYcYRpaUff7bkRjapSBHW3NEtK5Af8GV,0.0,0.3,0.3,-0.3,-1.0
12074,2cqqcKrWjRvq69qEmj3MJFkR1NadnaML7tEiBjf56vws,0.01,0.31,0.3,-0.3,-0.968
666,9Zgc597FrtKAsqodZioh9seygjJ6faoJGtJmtDTtkRvy,0.01,0.31,0.3,-0.3,-0.968
9403,AmVy8SWupzuHNrhVKEkCxGZqY19iTLYDhPvnJisAUiiZ,0.0,0.3,0.3,-0.3,-1.0
73,BDgKzSGc4BtjNqBfDsbL9zSEUW7HYMmYGP93cSssNYZw,0.004,0.51,0.3,-0.506,-0.992
8661,4pfnFnBQtS7YGszcNPSfHmEK9h1TAAnHSr8N9gL4o7PJ,0.0,0.57,0.3,-0.57,-1.0
8134,5t8ufz3nbKZ851KT1AfPEDKeCcBQU46LGCzSUnDbkebS,0.01,0.31,0.3,-0.3,-0.968
1159,8DSzJFYM9yKGh1BdXNEifj2pHq5zeC4Hdfxk43pP8osp,0.003,0.3,0.3,-0.297,-0.99
6641,Gi1dac2D4v2kH7HAMwexhn5GiBJGUZnfk98xfKujRPi4,0.002,-0.17,0.3,0.172,inf
3699,5FXNwHZgs4TkXKFLV4mmEn8be7cRy64tLBhRcabbdaXY,0.01,0.31,0.3,-0.3,-0.968
8137,5UmySkWw7oZnfE4MjR7vYuHryvQzMznVam8DrzREpzrw,0.005,0.25,0.3,-0.245,-0.98
1116,EFeRCMGYVh6DG2YLND2x9RTVkvi6hVWrpELSGvdyXATs,0.003,0.3,0.3,-0.297,-0.99
5325,5WHcpqbgCyiCsJtx2xerm8jg8ewft35UUm3rAW8RSqZp,0.001,0.39,0.3,-0.389,-0.997
2794,BGSyjkZVr3iC77Uxedz4uWdRiNAQbUxQor2J8Cev6mYe,0.01,0.31,0.3,-0.3,-0.968
6657,DYtRzWgFwiXymSAb9VQaGhTbu33pEK9ag5zZXjHnV2ZB,0.007,0.31,0.3,-0.303,-0.977
8652,CSyx4pwc2rqEBdYvbgwpNJvDyJzCdJtMB63hTYkY15ur,0.01,0.31,0.3,-0.3,-0.968
13458,3eS5nyykh1RutG2NKRU6Sh5oRagrZqYLvs42AqkpSh9t,0.004,0.25,0.3,-0.246,-0.984
12625,CFtC1tjP5JMryAAwDux7pr1TdV1WZMnBYfTckDHT7Rd9,0.01,0.31,0.3,-0.3,-0.968
6626,5krkWoTcPC1nmgUjrCMd1QVM3yrUx5WwUnkwetB3hVtP,0.0,0.3,0.3,-0.3,-1.0
1100,AsAKtHbyZWTRNcZ8sdH1nQPh4jvhc5SR1baQS1D48nDH,0.005,-0.05,0.3,0.055,inf
6036,13AC1AYcUVEjbTsdbRKq8EjQucne7vbyWxzbyzkaxaV6,1.037,1.0,0.3,0.037,0.037
636,FXU4aWwiAfLcWAohQmE32uVVXT1jjE8GeNgxFtmuLkZu,0.0,0.3,0.3,-0.3,-1.0
7882,EB4f9UyFTCPrtfn6xX8mLyj42qptjobnB4NfEjiQaGjM,0.009,0.31,0.3,-0.301,-0.971
696,75d71E9b9BZL2uQeDL85qBsqTY8vWeoACrSfrcKyP1DY,0.002,0.33,0.3,-0.328,-0.994
5362,9RqavPwAfh4qLBGQKK44jV5MpFAmwxYu3qqmbxtrWdfD,0.01,0.31,0.3,-0.3,-0.968
3726,AkuUSWMmPTAuxq6vJ8Q71RfGJrWnvyuYD2kbcEow3N34,0.002,0.01,0.3,-0.008,-0.8
13405,HJG12VzdG4Wf3RLcUD2L5jWFzsA5ecP2bsDypbWMnDVD,0.003,0.3,0.3,-0.297,-0.99
3461,qjC6m7D8WAw7w1iARJP7fFoFhPkUckpmKUVzfacB7Pc,0.008,0.31,0.3,-0.302,-0.974
4821,3B9fYKjaXP9yi823dQ4voSC8yNq2Qb8NpaVEqDKUAA3p,0.01,0.31,0.3,-0.3,-0.968
11983,DGr89MhxsG518hEhvvYFmXE6ZUvYURGSZmPVwN7TJ2DV,0.007,0.24,0.3,-0.233,-0.971
7129,2KzMghwXdsi45wo4prigMtcPPAWfs5ZR1QXrcY87dZhP,0.0,0.3,0.3,-0.3,-1.0
11087,BRVCzYCopKHxbtsL9A26p4wTfmRvwA23dRz6Y5dxehtV,0.001,-0.08,0.3,0.081,inf
11114,9noQK5TWQLkAoJsYcTLkDtLCYvgHcgzUpTAvKS2cgFYe,0.009,0.61,0.3,-0.601,-0.985
3482,7zbpxBZXunhr8eQzkUQrpwTuEWRzrYiGeqghuSoXmxUP,0.003,0.12,0.3,-0.117,-0.975
5352,B5fqP9ky67yTyyfU8Paz51MVAxSRHJ9xDSJNzgNsa8tJ,0.01,0.31,0.3,-0.3,-0.968
12674,E6Ztww9WE7Z5y3V2aYEMcpMChgjddBTMuRLE2TBUyJDv,0.01,0.31,0.3,-0.3,-0.968
12088,GHipRK2ch47zxNFr5wqSP9e7E5ELUhsqRapLW3xYbEgq,0.01,0.31,0.3,-0.3,-0.968
4824,DHUvixZpd9LtGzMjRpeei1W7eohz1CDPaFgtXod9eWBw,0.006,0.3,0.3,-0.294,-0.98
5309,8HARJChJQKfwW2JNdcxyqVTfoDn7LHW7FqEsJNo6yFSb,0.002,0.22,0.3,-0.218,-0.991
8557,A9JmhWqSgdfB6X6sEnjaSJ1j4SyUNvuvSSj99mvofK9x,0.0,0.3,0.3,-0.3,-1.0
8558,BJNwe6Gq6qECCTNC2gUKNWWqkcG6HGsz2bA9YB3qhUQj,0.001,0.02,0.3,-0.019,-0.95
134,7ZiK4bNDMYu7jSQ5riN6gFK9rPGwjB6GsPiinwAya6JS,0.0,0.3,0.3,-0.3,-1.0
3669,5r3L1LaKywC6mNyC7RR1dfeQGgP3boiKuPp6iiCKsZWm,0.008,0.68,0.3,-0.672,-0.988
1372,55nwZS9XiRF6Jytk8UkyfZCCB1dBJxAsawz2og8kNY6H,0.0,0.3,0.3,-0.3,-1.0
3096,FaS8K7LbHVTfQ5QNhEEUArf8d2wYtifT7Jgv8izVs6mQ,0.0,0.3,0.3,-0.3,-1.0
8200,F9kKsg8Jp6Q9YyngSTcsnP5qnF6WAoV39RXaDMSpE9Rp,0.004,-0.14,0.3,0.144,inf
1362,Aq6Z9D2gcvnTDadS33mZYbN6tpY3jFeNs3GjPSh5mosn,0.008,0.44,0.3,-0.432,-0.982
10866,6wECedWSX8BDJft6JQSFAHbVtzDP2n57A68SuZACo91g,0.009,0.36,0.3,-0.351,-0.975
13484,8yKQqDrq5cYtnggMcBb1bt4V31hRSaM8TXaSftJL73tY,0.001,0.03,0.3,-0.029,-0.967
1356,2FrdvxpKaHxFB11kXdF6qrdzHfMWCAdFkpgn5SQGjB9L,0.01,0.31,0.3,-0.3,-0.968
8195,FrE7zTgWVvknGDqD6MWJwyUYXWxtporkVrGmuUPZjSv4,0.0,0.3,0.3,-0.3,-1.0
1347,3GvZKnvtwfxwdtf9KBSHJkXuev8sZvBNnp3AdeVMgmee,0.003,0.3,0.3,-0.297,-0.99
3585,ErDZtzGgAoc16Xugm3VeVBGWrB8qtm5nQrELukfTFFKu,0.01,0.31,0.3,-0.3,-0.968
7965,4HeiewA97pJaKoCxYCqnyy7upDXEVrrP6t79198RyX2s,0.007,0.32,0.3,-0.313,-0.978
7412,BnR6EXxPHjChqVCrVEb5hXiVcxkWme4Cqj7irFkzg7aK,0.007,0.18,0.3,-0.173,-0.961
2411,3Ts5Eww44r4EwsqK5DcTa7XBhBzQ4Sx8xqHWrnfsVpw9,0.0,0.3,0.3,-0.3,-1.0
3675,ES45KddgCPsdzcKo9FWCkjA4UbAYVAB8bBT13pr2tADU,0.01,0.31,0.3,-0.3,-0.968
8516,DV1Zjm2EnZB4GjeiWXR24VnTFYqQ6u8KUHR1yedqD9o4,0.0,0.3,0.3,-0.3,-1.0
873,FftHWUqMLER6gVf83VhWLoPGCv9oYwB6F8st95EHNnHh,0.01,0.31,0.3,-0.3,-0.968
9021,7W7VCMLapGTAwdh5fbUaWg1wipZBnKCSCyaKjbBs9qzk,0.0,0.3,0.3,-0.3,-1.0
1722,GQVst4qAz7TpBH6ChXr2xEvBaR2GVFHsSAiQxuGNNTJY,0.007,0.03,0.3,-0.023,-0.767
10375,5d2vYmmRwSxTZjmvZbvFFkiDcvnuBYqgnpcUAzv8Ttqc,0.01,0.31,0.3,-0.3,-0.968
6727,HEXtHf5pHmqLUbbHiwHbHsvzEZNiyXFSa9k3XEdiRz98,0.01,0.31,0.3,-0.3,-0.968
173,9odBX3hiSVBG8VYacAPEhqTjVY3aCCpkFz2RiFaRA3uR,0.009,0.29,0.3,-0.281,-0.969
4399,HBXa6yafWzDuKkzwzoMAQ8VHUSwB6Louqd9PBTYLEaPy,0.01,0.31,0.3,-0.3,-0.968
1390,5n21hmFLofHUJAS89maGooSohRNmdfxmyvHFpg3MEdh6,0.01,0.31,0.3,-0.3,-0.968
5479,BRivSGwrDpT5sXrfcc7zBjVG2itsBt2gXAJke61y4DZ8,0.003,0.34,0.3,-0.337,-0.991
10397,D3gNEkuRETxWNDPRamT9aB1ENQXHp9LsJqqyjok8jBvR,0.008,0.35,0.3,-0.342,-0.977
3652,68rWvxNDEvArJMFbPQkJmEeiWQwuPX43e4AxAEp5xCZh,0.008,0.28,0.3,-0.272,-0.971
2123,DDE3iJyUBezRP44hLEorEqwQzWkyB5DDx3u1JVSDLHGA,0.01,0.31,0.3,-0.3,-0.968
4405,7MitQGFr7YNyEE6R4gtcQcmRgULvP24Kpm4Cs6aBF9py,0.002,-0.15,0.3,0.152,inf
12530,3DzYPngaXcz5od66MyQLayHJTfUNdbSnFr5KcVo6bbXc,0.009,0.28,0.3,-0.271,-0.968
8496,1Ek3jQEm5txL8eEd7eDuUxRv5gGS9NiJMoYZM7t4BHB,0.01,0.31,0.3,-0.3,-0.968
3506,7vJH1kioyg69CWUfjwvDnZXaE27DknjmLoDo14JBoiwk,0.006,0.25,0.3,-0.244,-0.976
5467,56y5kY4CG6EjkAX284cQ9P45GNBrcqaiTpgfCgZVp2AF,0.001,0.32,0.3,-0.319,-0.997
1708,96FSLTVjZ2QWorqzzyNZ22MWdpA8YrpAvxdyzS418tzg,0.01,0.31,0.3,-0.3,-0.968
12871,CgLQR8XzW1xTVqVoEVuDZukAePQFiULLuSjY9NdXHeiF,0.01,0.31,0.3,-0.3,-0.968
11003,EZjqjHyiL8QFGFK8t66XcFPqtH3mBiFPmsLhGyhiXhaN,0.01,0.31,0.3,-0.3,-0.968
1709,5Vx9xByLwnqxsfUUHrpNnUpo6PvkwCiCcRKihaivdxLL,0.01,0.31,0.3,-0.3,-0.968
10383,4gGVnte33Cz8vw3WjhmXNF8CADWMYXNNVoJQ9qvyy6fV,0.01,0.31,0.3,-0.3,-0.968
